Date,Open,High,Low,Close,Adj Close,Volume
2000-03-08,72.000000,73.500000,72.000000,73.500000,73.500000,1200
2000-03-09,76.400002,76.400002,70.599998,71.150002,71.150002,22400
2000-03-10,68.349998,71.000000,68.349998,69.650002,69.650002,6300
2000-03-13,66.900002,66.900002,66.900002,66.900002,66.900002,300
2000-03-14,64.250000,64.250000,64.250000,64.250000,64.250000,100
2000-03-15,61.700001,61.700001,61.700001,61.700001,61.700001,200
2000-03-16,59.250000,59.250000,59.250000,59.250000,59.250000,500
2000-03-17,59.250000,59.250000,59.250000,59.250000,59.250000,0
2000-03-20,59.250000,59.250000,59.250000,59.250000,59.250000,0
2000-03-21,56.900002,56.900002,56.900002,56.900002,56.900002,100
2000-03-22,56.900002,56.900002,56.900002,56.900002,56.900002,0
2000-03-23,56.900002,56.900002,56.900002,56.900002,56.900002,0
2000-03-24,54.650002,54.650002,54.650002,54.650002,54.650002,500
2000-03-27,54.650002,54.650002,54.650002,54.650002,54.650002,0
2000-03-28,52.500000,52.500000,52.500000,52.500000,52.500000,1600
2000-03-29,50.450001,50.450001,50.450001,50.450001,50.450001,100
2000-03-30,48.450001,48.450001,48.450001,48.450001,48.450001,100
2000-03-31,46.599998,46.599998,46.599998,46.599998,46.599998,100
2000-04-03,43.799999,43.799999,43.799999,43.799999,43.799999,200
2000-04-04,43.799999,43.799999,43.799999,43.799999,43.799999,0
2000-04-05,43.799999,43.799999,43.799999,43.799999,43.799999,0
2000-04-06,43.799999,43.799999,43.799999,43.799999,43.799999,0
2000-04-07,40.299999,40.299999,40.299999,40.299999,40.299999,200
2000-04-10,40.299999,43.500000,37.150002,38.500000,38.500000,3800
2000-04-11,35.450001,35.450001,35.450001,35.450001,35.450001,200
2000-04-12,34.450001,35.000000,32.650002,32.799999,32.799999,1400
2000-04-13,30.200001,30.200001,30.200001,30.200001,30.200001,200
2000-04-14,30.200001,30.200001,30.200001,30.200001,30.200001,0
2000-04-17,30.200001,30.200001,30.200001,30.200001,30.200001,0
2000-04-18,27.799999,27.799999,27.799999,27.799999,27.799999,500
2000-04-19,29.900000,29.900000,29.900000,29.900000,29.900000,1000
2000-04-20,27.549999,27.549999,27.549999,27.549999,27.549999,300
2000-04-21,27.549999,27.549999,27.549999,27.549999,27.549999,0
2000-04-24,27.549999,27.549999,27.549999,27.549999,27.549999,0
2000-04-25,27.549999,27.549999,27.549999,27.549999,27.549999,0
2000-04-26,25.350000,25.350000,25.350000,25.350000,25.350000,100
2000-04-27,23.350000,23.350000,23.350000,23.350000,23.350000,300
2000-04-28,21.500000,21.500000,21.500000,21.500000,21.500000,100
2000-05-01,21.500000,21.500000,21.500000,21.500000,21.500000,0
2000-05-02,21.500000,21.500000,21.500000,21.500000,21.500000,0
2000-05-03,19.799999,19.799999,19.799999,19.799999,19.799999,500
2000-05-04,18.250000,18.250000,18.250000,18.250000,18.250000,100
2000-05-05,18.250000,18.250000,18.250000,18.250000,18.250000,0
2000-05-08,18.000000,18.000000,16.799999,18.000000,18.000000,1500
2000-05-09,18.000000,18.000000,18.000000,18.000000,18.000000,0
2000-05-10,19.250000,19.250000,19.250000,19.250000,19.250000,500
2000-05-11,19.250000,19.250000,19.250000,19.250000,19.250000,0
2000-05-12,17.750000,17.750000,17.750000,17.750000,17.750000,1000
2000-05-15,17.750000,17.750000,17.750000,17.750000,17.750000,0
2000-05-16,19.150000,19.150000,19.150000,19.150000,19.150000,300
2000-05-17,18.000000,18.000000,17.650000,17.700001,17.700001,900
2000-05-18,17.100000,18.000000,17.000000,17.000000,17.000000,2400
2000-05-19,17.000000,17.000000,17.000000,17.000000,17.000000,0
2000-05-22,16.000000,16.000000,16.000000,16.000000,16.000000,200
2000-05-23,17.000000,17.000000,17.000000,17.000000,17.000000,200
2000-05-24,17.000000,17.000000,17.000000,17.000000,17.000000,300
2000-05-25,17.000000,17.000000,17.000000,17.000000,17.000000,300
2000-05-26,17.000000,17.000000,17.000000,17.000000,17.000000,0
2000-05-29,17.000000,17.000000,17.000000,17.000000,17.000000,200
2000-05-30,17.000000,17.000000,17.000000,17.000000,17.000000,0
2000-05-31,17.000000,17.000000,17.000000,17.000000,17.000000,0
2000-06-01,17.000000,17.000000,17.000000,17.000000,17.000000,0
2000-06-02,17.000000,17.000000,17.000000,17.000000,17.000000,0
2000-06-05,17.000000,17.000000,17.000000,17.000000,17.000000,0
2000-06-06,17.500000,18.000000,17.000000,18.000000,18.000000,800
2000-06-07,18.500000,19.400000,18.500000,19.400000,19.400000,1200
2000-06-08,20.400000,20.500000,19.600000,20.500000,20.500000,2200
2000-06-09,22.000000,22.000000,19.799999,21.000000,21.000000,2000
2000-06-12,20.250000,21.500000,20.000000,21.250000,21.250000,2300
2000-06-13,21.000000,22.000000,20.000000,20.250000,20.250000,3600
2000-06-14,20.250000,20.250000,19.500000,19.500000,19.500000,500
2000-06-15,21.000000,21.049999,21.000000,21.049999,21.049999,400
2000-06-16,21.000000,21.500000,21.000000,21.450001,21.450001,1200
2000-06-19,21.450001,21.450001,21.450001,21.450001,21.450001,0
2000-06-20,20.000000,22.000000,20.000000,21.500000,21.500000,1200
2000-06-21,20.500000,21.000000,20.000000,20.000000,20.000000,1100
2000-06-22,21.500000,21.500000,21.150000,21.150000,21.150000,200
2000-06-23,19.500000,19.500000,19.500000,19.500000,19.500000,600
2000-06-26,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-06-27,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-06-28,19.500000,20.000000,19.500000,20.000000,20.000000,600
2000-06-29,20.000000,21.500000,20.000000,21.000000,21.000000,2400
2000-06-30,20.000000,20.000000,20.000000,20.000000,20.000000,500
2000-07-03,20.000000,20.000000,20.000000,20.000000,20.000000,0
2000-07-04,20.000000,20.000000,20.000000,20.000000,20.000000,0
2000-07-05,19.500000,19.500000,19.500000,19.500000,19.500000,800
2000-07-06,19.500000,19.500000,19.500000,19.500000,19.500000,200
2000-07-07,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-07-10,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-07-11,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-07-12,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-07-13,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-07-14,19.500000,19.500000,19.500000,19.500000,19.500000,200
2000-07-17,19.500000,19.500000,19.500000,19.500000,19.500000,0
2000-07-18,18.500000,19.000000,18.500000,19.000000,19.000000,600
2000-07-19,18.000000,18.000000,17.500000,17.600000,17.600000,500
2000-07-20,17.500000,17.500000,17.500000,17.500000,17.500000,500
2000-07-21,16.500000,16.500000,16.500000,16.500000,16.500000,100
2000-07-24,16.500000,16.500000,16.500000,16.500000,16.500000,0
2000-07-25,15.250000,15.250000,15.250000,15.250000,15.250000,300
2000-07-26,15.100000,15.100000,15.100000,15.100000,15.100000,100
2000-07-27,15.100000,15.100000,15.100000,15.100000,15.100000,0
2000-07-28,15.000000,15.000000,15.000000,15.000000,15.000000,500
2000-07-31,15.000000,15.000000,15.000000,15.000000,15.000000,100
2000-08-01,15.000000,15.000000,15.000000,15.000000,15.000000,0
2000-08-02,15.000000,15.000000,15.000000,15.000000,15.000000,400
2000-08-03,15.000000,15.000000,15.000000,15.000000,15.000000,0
2000-08-04,15.000000,15.000000,15.000000,15.000000,15.000000,100
2000-08-07,14.250000,15.250000,14.250000,14.500000,14.500000,800
2000-08-08,14.500000,14.500000,14.500000,14.500000,14.500000,700
2000-08-09,14.500000,14.500000,14.500000,14.500000,14.500000,0
2000-08-10,14.500000,14.500000,14.500000,14.500000,14.500000,1000
2000-08-11,14.000000,14.000000,14.000000,14.000000,14.000000,200
2000-08-14,14.000000,14.000000,14.000000,14.000000,14.000000,0
2000-08-15,14.000000,14.000000,14.000000,14.000000,14.000000,0
2000-08-16,14.000000,14.000000,14.000000,14.000000,14.000000,0
2000-08-17,15.100000,15.100000,15.100000,15.100000,15.100000,100
2000-08-18,14.800000,15.000000,14.500000,14.500000,14.500000,3200
2000-08-21,14.500000,14.500000,14.500000,14.500000,14.500000,0
2000-08-22,14.500000,14.500000,14.500000,14.500000,14.500000,0
2000-08-23,14.500000,14.500000,14.500000,14.500000,14.500000,0
2000-08-24,14.500000,14.500000,14.500000,14.500000,14.500000,0
2000-08-25,13.350000,13.350000,13.350000,13.350000,13.350000,500
2000-08-28,12.300000,13.000000,12.300000,13.000000,13.000000,700
2000-08-29,12.500000,13.000000,12.000000,12.000000,12.000000,1900
2000-08-30,12.100000,12.100000,12.000000,12.000000,12.000000,400
2000-08-31,11.500000,11.500000,11.050000,11.050000,11.050000,1400
2000-09-01,11.050000,11.050000,11.050000,11.050000,11.050000,0
2000-09-04,11.050000,11.050000,11.050000,11.050000,11.050000,0
2000-09-05,11.050000,11.050000,11.050000,11.050000,11.050000,0
2000-09-06,11.500000,11.900000,11.500000,11.500000,11.500000,400
2000-09-07,11.650000,12.400000,11.650000,12.400000,12.400000,1700
2000-09-08,13.350000,13.350000,13.350000,13.350000,13.350000,100
2000-09-11,14.400000,14.400000,14.400000,14.400000,14.400000,100
2000-09-12,15.500000,15.500000,15.500000,15.500000,15.500000,3400
2000-09-13,16.700001,16.700001,16.700001,16.700001,16.700001,1100
2000-09-14,17.350000,17.350000,17.350000,17.350000,17.350000,2600
2000-09-15,18.000000,18.000000,18.000000,18.000000,18.000000,3000
2000-09-18,17.500000,17.500000,17.500000,17.500000,17.500000,300
2000-09-19,17.500000,17.500000,17.500000,17.500000,17.500000,0
2000-09-20,17.500000,17.500000,17.500000,17.500000,17.500000,0
2000-09-21,17.500000,17.500000,17.500000,17.500000,17.500000,0
2000-09-22,17.500000,17.500000,17.500000,17.500000,17.500000,0
2000-09-25,18.150000,18.150000,18.150000,18.150000,18.150000,100
2000-09-26,18.150000,18.150000,18.150000,18.150000,18.150000,0
2000-09-27,18.150000,18.150000,18.150000,18.150000,18.150000,0
2000-09-28,17.799999,17.799999,17.799999,17.799999,17.799999,200
2000-09-29,17.799999,17.799999,17.799999,17.799999,17.799999,0
2000-10-02,17.799999,17.799999,17.799999,17.799999,17.799999,0
2000-10-03,17.799999,17.799999,17.799999,17.799999,17.799999,0
2000-10-04,17.600000,17.600000,17.600000,17.600000,17.600000,100
2000-10-05,17.600000,17.600000,17.600000,17.600000,17.600000,0
2000-10-06,17.600000,17.600000,17.600000,17.600000,17.600000,0
2000-10-09,17.600000,17.600000,17.600000,17.600000,17.600000,0
2000-10-10,17.600000,17.600000,17.600000,17.600000,17.600000,0
2000-10-11,17.600000,17.600000,17.600000,17.600000,17.600000,0
2000-10-12,16.900000,16.900000,16.900000,16.900000,16.900000,100
2000-10-13,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-16,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-17,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-18,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-19,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-20,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-23,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-24,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-25,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-26,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-27,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-30,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-10-31,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-01,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-02,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-03,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-06,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-07,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-08,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-09,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-10,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-13,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-14,16.900000,16.900000,16.900000,16.900000,16.900000,0
2000-11-15,15.550000,15.550000,15.550000,15.550000,15.550000,100
2000-11-16,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-17,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-20,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-21,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-22,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-23,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-24,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-27,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-28,15.550000,15.550000,15.550000,15.550000,15.550000,0
2000-11-29,16.750000,16.750000,16.750000,16.750000,16.750000,600
2000-11-30,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-01,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-04,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-05,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-06,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-07,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-08,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-11,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-12,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-13,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-14,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-15,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-18,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-19,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-20,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-21,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-22,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-25,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-26,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-27,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-28,16.750000,16.750000,16.750000,16.750000,16.750000,0
2000-12-29,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-01,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-02,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-03,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-04,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-05,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-08,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-09,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-10,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-11,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-12,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-15,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-16,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-17,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-18,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-19,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-22,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-23,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-24,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-25,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-26,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-29,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-30,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-01-31,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-02-01,16.750000,16.750000,16.750000,16.750000,16.750000,0
2001-02-02,18.000000,18.000000,18.000000,18.000000,18.000000,900
2001-02-05,16.700001,16.700001,16.700001,16.700001,16.700001,100
2001-02-06,16.700001,16.700001,16.700001,16.700001,16.700001,0
2001-02-07,16.700001,16.700001,16.700001,16.700001,16.700001,0
2001-02-08,16.700001,16.700001,16.700001,16.700001,16.700001,0
2001-02-09,16.700001,16.700001,16.700001,16.700001,16.700001,0
2001-02-12,17.250000,17.250000,16.500000,16.500000,16.500000,200
2001-02-13,16.500000,16.500000,16.500000,16.500000,16.500000,0
2001-02-14,16.500000,16.500000,16.500000,16.500000,16.500000,0
2001-02-15,16.500000,16.500000,16.500000,16.500000,16.500000,0
2001-02-16,15.500000,15.500000,15.500000,15.500000,15.500000,200
2001-02-19,15.500000,15.500000,15.500000,15.500000,15.500000,0
2001-02-20,15.500000,15.500000,15.500000,15.500000,15.500000,0
2001-02-21,15.500000,15.500000,15.500000,15.500000,15.500000,0
2001-02-22,15.500000,15.500000,15.500000,15.500000,15.500000,0
2001-02-23,14.950000,14.950000,14.950000,14.950000,14.950000,100
2001-02-26,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-02-27,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-02-28,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-03-01,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-03-02,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-03-05,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-03-06,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-03-07,14.950000,14.950000,14.950000,14.950000,14.950000,0
2001-03-08,16.000000,16.000000,16.000000,16.000000,16.000000,100
2001-03-09,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-12,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-13,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-14,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-15,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-19,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-20,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-21,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-22,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-23,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-26,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-27,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-28,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-29,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-03-30,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-02,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-03,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-04,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-05,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-06,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-09,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-10,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-11,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-12,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-13,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-16,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-17,16.000000,16.000000,16.000000,16.000000,16.000000,0
2001-04-18,14.750000,14.750000,14.750000,14.750000,14.750000,100
2001-04-19,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-04-20,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-04-23,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-04-24,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-04-25,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-04-26,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-04-27,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-04-30,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-01,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-02,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-03,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-04,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-07,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-08,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-09,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-10,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-11,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-14,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-15,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-16,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-17,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-18,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-21,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-22,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-23,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-24,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-25,14.750000,14.750000,14.750000,14.750000,14.750000,0
2001-05-28,13.600000,13.600000,13.600000,13.600000,13.600000,100
2001-05-29,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-05-30,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-05-31,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-01,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-04,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-05,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-06,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-07,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-08,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-11,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-12,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-13,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-14,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-15,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-18,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-19,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-20,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-21,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-22,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-25,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-26,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-27,13.600000,13.600000,13.600000,13.600000,13.600000,0
2001-06-28,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-06-29,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-02,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-03,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-04,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-05,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-06,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-09,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-10,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-11,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-12,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-13,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-16,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-17,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-18,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-19,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-20,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-23,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-24,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-25,12.550000,12.550000,12.550000,12.550000,12.550000,0
2001-07-26,12.550000,12.550000,12.550000,12.550000,12.550000,0
